disease,text,risk_level
low_condition,I'm dealing with paper cut on my finger. Already applied bandaid I need advice.,Low
emergency_condition,"Ever since yesterday, i'm having a seizure and can't stop shaking. This is affecting my life.",Emergency
emergency_condition,"A few hours ago, i lost vision in one eye suddenly and my speech is slurred Is this normal?",Emergency
medium_condition,"I've been having neck stiffness from sleeping wrong, hard to turn my head.",Medium
medium_condition,I woke up with frequent urination with mild discomfort. Worried about UTI What should I do?,Medium
medium_condition,Chest feels a bit tight in the mornings when I wake up What does this mean?,Medium
high_condition,"Suddenly, sharp chest pain that's been persistent on and off. Gets worse when I move I'm not sure what to do.",High
emergency_condition,"Gradually, i can't understand what people are saying and my left side is weak This is concerning me.",Emergency
high_condition,Intense headache with vision changes and nausea for several hours I hope it's nothing serious.,High
low_condition,I'm suffering from regular check on my blood pressure medication It's really bothering me.,Low
high_condition,"I noticed very pain after an injury, possible fracture.",High
high_condition,I've noticed that heart palpitations that won't stop on and off. Feeling anxious and weak Can you help?,High
high_condition,Abscess that's growing larger and more painful during activity This is concerning me.,High
emergency_condition,"Ever since yesterday, sudden life-threateningly weakness on one side, I can't move my arm or leg I'm looking for guidance.",Emergency
emergency_condition,"Sudden unbearably headache, the worst of my life, with neck stiffness.",Emergency
high_condition,"Last night, persistent cough with blood-tinged mucus and chest pain.",High
emergency_condition,"Last night, severe burns covering my arm, the pain is unbearably and skin is blistering badly.",Emergency
medium_condition,"Today, low-grade fever that comes and goes for months now.",Medium
high_condition,It started when the pain in my abdomen is seriously and hasn't improved in hours.,High
emergency_condition,"Suddenly, pregnant with severe abdominal pain and heavy bleeding Is this normal?",Emergency
high_condition,"I can't shake notably abdominal pain in the lower right side, worse when I move What should I do?",High
medium_condition,Bloating and gas after meals out of nowhere.,Medium
high_condition,"For a while now, coughing up blood for months now, very worried about what this means.",High
medium_condition,It started when feeling more tired than usual for a week. Low energy throughout the day.,Medium
low_condition,General wellness question about my health What does this mean?,Low
high_condition,Sudden swelling in one calf with tenderness on and off What should I do?,High
medium_condition,I'm dealing with diarrhea for the past hour but no fever or blood Can you help?,Medium
high_condition,"I've been having wound is red, swollen, and warm with red streaks spreading up my arm.",High
high_condition,"I'm suffering from diabetic with blood sugar reading of 350, feeling very unwell I need advice.",High
medium_condition,I can't shake bloating and gas after meals for two days I hope it's nothing serious.,Medium
low_condition,I'm suffering from hangnail that's slightly annoying Can you help?,Low
low_condition,"Recently, want to know if I should be concerned about a mole Any suggestions?",Low
high_condition,"I can't shake fever that won't come down with medication, now having chills and sweating What should I do?",High
medium_condition,Persistent sore throat with mild fever gradually over time It's really bothering me.,Medium
emergency_condition,I've developed half of my face is drooping and I can't lift my right arm after eating.,Emergency
medium_condition,"Last night, persistent sore throat with mild fever at rest It's really bothering me.",Medium
emergency_condition,I woke up with sudden extremely headache like a thunderclap with vision changes I'm looking for guidance.,Emergency
emergency_condition,"Today, i'm bleeding heavily from a wound and can't stop it. Blood is everywhere Should I be worried?",Emergency
high_condition,"Ever since yesterday, testicular pain and swelling that started suddenly I need advice.",High
low_condition,I'm dealing with little bit of soreness in my shoulder from sleeping on it wrong.,Low
emergency_condition,I was in an accident and I'm losing a lot of blood for two days Is this normal?,Emergency
emergency_condition,I've been having severe allergic reaction - face is swelling and I'm having trouble breathing It's really bothering me.,Emergency
high_condition,"I'm dealing with severe asthma attack, medications only providing temporary relief Is this serious?",High
high_condition,I noticed high fever of 104°F with confusion and severe headache when I wake up.,High
emergency_condition,I noticed my heart is racing uncontrollably and I feel like I'm going to pass out for months now This is concerning me.,Emergency
high_condition,"For a while now, leg is swollen, warm, and painful - possible blood clot Is this normal?",High
emergency_condition,I've been having i think I'm going into anaphylactic shock. Lips and tongue are swelling This is concerning me.,Emergency
emergency_condition,"Suddenly, extremely bleeding from my head after a fall. Feeling very weak",Emergency
high_condition,"Suddenly, having thoughts of harming myself, I don't feel safe Any suggestions?",High
high_condition,"This morning, severe asthma attack, medications only providing temporary relief What does this mean?",High
medium_condition,Ear pain that started yesterday. Feels like pressure inside Should I be worried?,Medium
high_condition,"Ever since yesterday, leg is swollen, warm, and painful - possible blood clot.",High
emergency_condition,I've developed i'm having a seizure and can't stop shaking. Please help me Please help.,Emergency
emergency_condition,"Sudden excruciatingly weakness on one side, I can't move my arm or leg Should I be worried?",Emergency
high_condition,"Suddenly, fever of 103 with significantly body aches and difficulty breathing I hope it's nothing serious.",High
emergency_condition,"I noticed one side of my body went completely weak, I think I'm having a stroke.",Emergency
emergency_condition,I'm having unbearably chest pain that's radiating down my left arm and I'm sweating profusely especially at night.,Emergency
low_condition,I'm dealing with feeling a bit stressed but managing.,Low
emergency_condition,"This morning, i'm wheezing badly and my inhaler isn't helping. My lips look bluish Is this normal?",Emergency
high_condition,Abscess that's growing larger and more painful constantly,High
high_condition,"Recently, difficulty breathing when lying down, have to sit up to catch my breath This is concerning me.",High
emergency_condition,I noticed i lost vision in one eye suddenly and my speech is slurred Should I be worried?,Emergency
low_condition,"Recently, minor muscle ache from working out yesterday.",Low
emergency_condition,"This morning, critically abdominal pain with vomiting blood. I need emergency help I'm looking for guidance.",Emergency
low_condition,"I've noticed that small tension headache, probably from staring at screens too long I'm looking for guidance.",Low
emergency_condition,"Recently, sharp stabbing chest pain that gets worse when I breathe. I need help.",Emergency
high_condition,"It started when quite pain after an injury, possible fracture It's really bothering me.",High
low_condition,I've been having minor muscle ache from working out yesterday This is concerning me.,Low
high_condition,"Suddenly, sudden hearing loss in one ear with dizziness",High
medium_condition,"Gradually, upset stomach and mild nausea for the past hour. Not vomiting though.",Medium
low_condition,"Today, minor seasonal allergies acting up What does this mean?",Low
high_condition,I noticed heart palpitations that won't stop since yesterday. Feeling anxious and weak.,High
medium_condition,Frequent urination with mild discomfort. Worried about UTI It's really bothering me.,Medium
low_condition,I've developed feeling under the weather with mild cold symptoms What does this mean?,Low
low_condition,"Last night, eyes feel a bit dry and tired from reading Is this serious?",Low
low_condition,Prescription refill needed.,Low
emergency_condition,It started when critically bleeding from my head after a fall. Feeling very weak Should I be worried?,Emergency
emergency_condition,"I've noticed that drank something toxic by accident, my vision is blurry and I'm vomiting.",Emergency
emergency_condition,I woke up with my heart is racing uncontrollably and I feel like I'm going to pass out during activity.,Emergency
low_condition,I've developed dry skin patch on my elbow that's a bit itchy What does this mean?,Low
medium_condition,Stomach cramps after eating certain foods constantly.,Medium
low_condition,"For a while now, small pimple that's slightly irritated.",Low
low_condition,"Today, prescription refill needed Is this serious?",Low
medium_condition,Bumps on my skin that have been there for the past few days,Medium
high_condition,"For a while now, high fever of 104°F with confusion and severe headache especially at night.",High
medium_condition,I've been having low-grade fever that comes and goes all day I hope it's nothing serious.,Medium
medium_condition,"Last night, urinary urgency that's been bothersome intermittently I'm not sure what to do.",Medium
high_condition,"Recently, eye injury with pain, blurred vision, and sensitivity to light Please help.",High
emergency_condition,"Suddenly, i'm bleeding heavily from a wound and can't stop it. Blood is everywhere I'm looking for guidance.",Emergency
medium_condition,Hoarse voice that's been going on on and off I need advice.,Medium
medium_condition,Persistent sore throat with mild fever on and off.,Medium
emergency_condition,I was in an accident and I'm losing a lot of blood for a week It's really bothering me.,Emergency
low_condition,I've developed feeling a bit off but nothing specific I'm not sure what to do.,Low
low_condition,I can't shake following up on previous minor concern What does this mean?,Low
medium_condition,Sore throat that makes swallowing uncomfortable constantly I'm looking for guidance.,Medium
emergency_condition,"For a while now, my throat is swelling shut and I can't swallow. I think it's anaphylaxis Please help.",Emergency
high_condition,I've noticed that abscess that's growing larger and more painful at rest Is this serious?,High
high_condition,Sudden swelling in one calf with tenderness constantly What should I do?,High
emergency_condition,"I've noticed that sudden critically shortness of breath, I feel like I'm drowning Is this serious?",Emergency
medium_condition,I've been having persistent sore throat with mild fever for a week.,Medium
high_condition,"Coughing up blood for two days, very worried about what this means",High
high_condition,I've been having chest pain that comes and goes with exertion gradually over time What should I do?,High
low_condition,"Today, small tension headache, probably from staring at screens too long I'm not sure what to do.",Low
medium_condition,"For a while now, shoulder pain that makes it hard to raise my arm above my head.",Medium
emergency_condition,I can't shake i can't breathe properly and my lips are turning blue. I'm worried I'm looking for guidance.,Emergency
high_condition,Blood in my urine with severe flank pain for the past hour.,High
emergency_condition,"Recently, sudden critically weakness on one side, I can't move my arm or leg.",Emergency
low_condition,I woke up with curious about healthy eating habits It's really bothering me.,Low
medium_condition,"This morning, hoarse voice that's been going on during activity.",Medium
low_condition,I've noticed that minor insect bite that's a bit itchy Is this serious?,Low
low_condition,I'm dealing with small pimple that's slightly irritated.,Low
low_condition,"Ever since yesterday, i have a mild cold with runny nose and slight congestion It's really bothering me.",Low
emergency_condition,"Suddenly, i lost vision in one eye suddenly and my speech is slurred Is this normal?",Emergency
high_condition,"Gradually, diabetic with blood sugar reading of 350, feeling very unwell.",High
medium_condition,I noticed bloating and gas after meals intermittently Any suggestions?,Medium
emergency_condition,I'm dealing with pregnant with severe abdominal pain and heavy bleeding I'm not sure what to do.,Emergency
emergency_condition,Sharp stabbing chest pain that gets worse when I breathe. This is frustrating I hope it's nothing serious.,Emergency
low_condition,I'm experiencing question about my medication dosage I'm looking for guidance.,Low
emergency_condition,"I'm dealing with sudden life-threateningly shortness of breath, I feel like I'm drowning.",Emergency
low_condition,I've noticed that wondering about vitamins and supplements I'm looking for guidance.,Low
low_condition,I have a mild cold with runny nose and slight congestion,Low
low_condition,I'm suffering from slight stomach discomfort after eating too much This is concerning me.,Low
emergency_condition,I can't shake high fever with stiff neck and I can't tolerate light - possible meningitis What should I do?,Emergency
high_condition,"Coughing up blood for the past hour, very worried about what this means Any suggestions?",High
emergency_condition,"I noticed i overdosed on medication and I'm feeling very drowsy, can barely stay awake Is this serious?",Emergency
high_condition,"It started when infected cut that's getting worse, now have fever and chills.",High
low_condition,I noticed minor muscle ache from working out yesterday Is this serious?,Low
medium_condition,"A few hours ago, neck stiffness from sleeping wrong, hard to turn my head What should I do?",Medium
medium_condition,"A few hours ago, loss of appetite when I wake up but no other symptoms.",Medium
low_condition,Curious about healthy eating habits It's really bothering me.,Low
medium_condition,"Gradually, bumps on my skin that have been there for several hours Can you help?",Medium
low_condition,"Last night, minor scrape on my knee from a fall. Already stopped bleeding Please help.",Low
high_condition,"Feeling very depressed and hopeless, need to talk to someone urgently Any suggestions?",High
emergency_condition,"I'm diabetic and my sugar is critically low, I'm shaking and confused I hope it's nothing serious.",Emergency
low_condition,I woke up with slight stomach discomfort after eating too much.,Low
low_condition,I'm suffering from slight stomach discomfort after eating too much It's really bothering me.,Low
low_condition,"A few hours ago, minor sunburn on my shoulders from being outside I'm looking for guidance.",Low
high_condition,"Recently, sudden hearing loss in one ear with dizziness.",High
high_condition,"Recently, having thoughts of harming myself, I don't feel safe.",High
medium_condition,"Gradually, back pain from sitting at my desk, it's mildly to moderately uncomfortable I'm looking for guidance.",Medium
medium_condition,"I'm suffering from knee pain when I walk, especially going up stairs at rest.",Medium
medium_condition,"This morning, muscle pain from exercising, quite sore since this morning.",Medium
emergency_condition,"For a while now, sudden excruciatingly chest tightness with cold sweats and nausea. I think I'm having a heart attack Should I be worried?",Emergency
emergency_condition,"Suddenly, can't catch my breath at all, chest is life-threateningly tight Is this normal?",Emergency
emergency_condition,I've developed i'm wheezing badly and my inhaler isn't helping. My lips look bluish I hope it's nothing serious.,Emergency
high_condition,Blood in my urine with severe flank pain for several hours I need advice.,High
medium_condition,"A few hours ago, eczema flare-up that's noticeably itchy and bothering me",Medium
high_condition,significantly chest discomfort with irregular heartbeat after eating It's really bothering me.,High
low_condition,I've developed minor seasonal allergies acting up What does this mean?,Low
high_condition,"Feeling very depressed and hopeless, need to talk to someone urgently I hope it's nothing serious.",High
emergency_condition,"Last night, i can't understand what people are saying and my left side is weak I'm looking for guidance.",Emergency
emergency_condition,I've noticed that i lost vision in one eye suddenly and my speech is slurred It's really bothering me.,Emergency
medium_condition,I'm suffering from bumps on my skin that have been there intermittently.,Medium
high_condition,"This morning, severe asthma attack, medications only providing temporary relief What should I do?",High
emergency_condition,"For a while now, critically abdominal pain with vomiting blood. I need emergency help Is this normal?",Emergency
high_condition,I can't shake testicular pain and swelling that started suddenly This is concerning me.,High
medium_condition,I can't shake eczema flare-up that's somewhat itchy and bothering me.,Medium
high_condition,"Recently, chest tightness and shortness of breath during any physical activity What does this mean?",High
medium_condition,Upset stomach and mild nausea since yesterday. Not vomiting though.,Medium
low_condition,Minor sunburn on my shoulders from being outside Is this serious?,Low
medium_condition,I've been having nasal congestion and headache that's been bothering me for the past few days I hope it's nothing serious.,Medium
high_condition,"Last night, uncontrolled vomiting at rest, can't keep anything down.",High
emergency_condition,"I'm experiencing i overdosed on medication and I'm feeling very drowsy, can barely stay awake This is concerning me.",Emergency
high_condition,It started when fever of 103 with seriously body aches and difficulty breathing.,High
low_condition,"Ever since yesterday, a bit of indigestion after a heavy meal I hope it's nothing serious.",Low
emergency_condition,"For a while now, i'm having a seizure and can't stop shaking. I'm panicking.",Emergency
medium_condition,I've developed cold symptoms that have lasted more than a week without improvement Is this normal?,Medium
low_condition,Minor muscle ache from working out yesterday Please help.,Low
high_condition,"I've noticed that infected cut that's getting worse, now have fever and chills I hope it's nothing serious.",High
high_condition,"Last night, feeling very depressed and hopeless, need to talk to someone urgently I hope it's nothing serious.",High
emergency_condition,"Ever since yesterday, extremely bleeding from my head after a fall. Feeling very weak Any suggestions?",Emergency
low_condition,I've noticed that want to discuss exercise recommendations Is this serious?,Low
low_condition,"Ever since yesterday, hangnail that's slightly annoying What should I do?",Low
medium_condition,"Knee pain when I walk, especially going up stairs for the past hour What does this mean?",Medium
emergency_condition,excruciatingly bleeding from my head after a fall. Feeling very weak This is concerning me.,Emergency
medium_condition,I've been having diarrhea for a week but no fever or blood Any suggestions?,Medium
emergency_condition,"Ever since yesterday, i'm bleeding heavily from a wound and can't stop it. Blood is everywhere.",Emergency
emergency_condition,"I woke up with sudden excruciatingly headache, the worst of my life, with neck stiffness.",Emergency
medium_condition,I can't shake low-grade fever that comes and goes especially at night.,Medium
medium_condition,Burning sensation when urinating for the past few days. Need to go frequently Is this serious?,Medium
low_condition,"For a while now, feeling a bit off but nothing specific.",Low
medium_condition,Low-grade fever that comes and goes for a week.,Medium
low_condition,"A few hours ago, general wellness question about my health Please help.",Low
low_condition,"For a while now, following up on previous minor concern Please help.",Low
medium_condition,I've developed feeling more tired than usual on and off. Low energy throughout the day.,Medium
low_condition,"Ever since yesterday, dry skin patch on my elbow that's a bit itchy I hope it's nothing serious.",Low
high_condition,considerably chest discomfort with irregular heartbeat gradually over time.,High
emergency_condition,"It started when uncontrollable convulsions, this has never happened before I'm not sure what to do.",Emergency
high_condition,Fever of 103 with seriously body aches and difficulty breathing What does this mean?,High
high_condition,"Severe anxiety attack that won't stop, heart racing for hours Is this serious?",High
emergency_condition,severely abdominal pain with vomiting blood. I need emergency help I hope it's nothing serious.,Emergency
low_condition,I've developed need a routine health checkup.,Low
high_condition,"This morning, difficulty breathing when lying down, have to sit up to catch my breath Is this serious?",High
medium_condition,"A few hours ago, pink eye - eye is red and watery with some discharge Is this normal?",Medium
emergency_condition,"Ever since yesterday, i lost vision in one eye suddenly and my speech is slurred Any suggestions?",Emergency
medium_condition,"I've developed mild wheezing when I exercise, goes away after rest I hope it's nothing serious.",Medium
emergency_condition,I've developed i woke up with unbearably chest pressure and my arm is numb. I'm scared I hope it's nothing serious.,Emergency
low_condition,It started when slight nausea that came and went quickly This is concerning me.,Low
low_condition,Slight nausea that came and went quickly I'm looking for guidance.,Low
medium_condition,"Shortness of breath when climbing stairs, gets better when I rest It's really bothering me.",Medium
medium_condition,Burning sensation when urinating for a week. Need to go frequently.,Medium
medium_condition,"This morning, shortness of breath when climbing stairs, gets better when I rest Is this serious?",Medium
low_condition,I'm dealing with minor muscle ache from working out yesterday.,Low
emergency_condition,It started when high fever with stiff neck and I can't tolerate light - possible meningitis This is concerning me.,Emergency
medium_condition,I noticed eczema flare-up that's moderately itchy and bothering me.,Medium
emergency_condition,I can't shake half of my face is drooping and I can't lift my right arm since yesterday.,Emergency
low_condition,"This morning, slight headache that comes and goes. Not too bothersome I'm looking for guidance.",Low
emergency_condition,I've developed i think I'm going into anaphylactic shock. Lips and tongue are swelling Please help.,Emergency
medium_condition,Bumps on my skin that have been there for the past few days I'm not sure what to do.,Medium
medium_condition,"Gradually, low-grade fever that comes and goes for two days.",Medium
low_condition,I've been having just a general wellness inquiry Is this normal?,Low
emergency_condition,"Recently, severe burns covering my arm, the pain is critically and skin is blistering badly.",Emergency
high_condition,"I've been having having thoughts of harming myself, I don't feel safe Should I be worried?",High
medium_condition,I've been having persistent sore throat with mild fever after eating.,Medium
emergency_condition,Half of my face is drooping and I can't lift my right arm gradually over time It's really bothering me.,Emergency
emergency_condition,"excruciatingly difficulty breathing, I can barely get any air in.",Emergency
high_condition,"I've been having signs of infection spreading - redness expanding, feeling feverish What should I do?",High
emergency_condition,"Recently, i'm having a seizure and can't stop shaking. This is frightening.",Emergency
low_condition,I woke up with paper cut on my finger. Already applied bandaid Please help.,Low
emergency_condition,I woke up with critically abdominal pain with vomiting blood. I need emergency help Please help.,Emergency
medium_condition,"Last night, frequent urination with mild discomfort. Worried about UTI I'm looking for guidance.",Medium
emergency_condition,I'm dealing with sharp stabbing chest pain that gets worse when I breathe. This is affecting my life.,Emergency
high_condition,"I've developed infected cut that's getting worse, now have fever and chills I'm looking for guidance.",High
emergency_condition,I woke up with critically abdominal pain with vomiting blood. I need emergency help Is this normal?,Emergency
emergency_condition,I've been having my heart is racing uncontrollably and I feel like I'm going to pass out when I wake up.,Emergency
high_condition,"Last night, heart palpitations that won't stop since this morning. Feeling anxious and weak.",High
high_condition,"This morning, fever of 103 with considerably body aches and difficulty breathing",High
low_condition,"Recently, a bit of indigestion after a heavy meal Please help.",Low
low_condition,"I woke up with my chronic condition is stable, just monitoring Any suggestions?",Low
emergency_condition,"Sudden severely confusion, I can't speak properly and my face feels numb Is this normal?",Emergency
emergency_condition,I'm suffering from severe allergic reaction - face is swelling and I'm having trouble breathing I'm looking for guidance.,Emergency
high_condition,"I can't shake significantly abdominal pain in the lower right side, worse when I move What should I do?",High
medium_condition,"Recently, cold symptoms that have lasted more than a week without improvement Is this serious?",Medium
low_condition,I'm dealing with looking for advice on better sleep It's really bothering me.,Low
low_condition,"A few hours ago, hangnail that's slightly annoying This is concerning me.",Low
low_condition,"Gradually, chapped lips from the cold weather I'm looking for guidance.",Low
high_condition,I've developed chest tightness and shortness of breath during any physical activity What should I do?,High
medium_condition,"Recently, shoulder pain that makes it hard to raise my arm above my head What does this mean?",Medium
high_condition,"Gradually, heart palpitations that won't stop at rest. Feeling anxious and weak.",High
low_condition,"A few hours ago, looking for advice on better sleep It's really bothering me.",Low
medium_condition,"For a while now, loss of appetite for months now but no other symptoms I'm looking for guidance.",Medium
high_condition,"Last night, signs of infection spreading - redness expanding, feeling feverish",High
medium_condition,I woke up with pink eye - eye is red and watery with some discharge.,Medium
emergency_condition,It started when pregnant with severe abdominal pain and heavy bleeding I hope it's nothing serious.,Emergency
low_condition,"For a while now, little bit of soreness in my shoulder from sleeping on it wrong I need advice.",Low
emergency_condition,I've noticed that my throat is swelling shut and I can't swallow. I think it's anaphylaxis I'm not sure what to do.,Emergency
medium_condition,"Today, stomach cramps after eating certain foods suddenly.",Medium
emergency_condition,"Today, i can't understand what people are saying and my left side is weak Please help.",Emergency
high_condition,"Recently, severe anxiety attack that won't stop, heart racing for hours I'm looking for guidance.",High
high_condition,I've developed one leg is much more swollen than the other with pain when walking I need advice.,High
emergency_condition,I'm suffering from i can't understand what people are saying and my left side is weak,Emergency
high_condition,"Difficulty breathing when lying down, have to sit up to catch my breath What does this mean?",High
low_condition,"This morning, my chronic condition is stable, just monitoring Any suggestions?",Low
medium_condition,"Suddenly, hoarse voice that's been going on constantly What should I do?",Medium
emergency_condition,"Today, uncontrollable convulsions, this has never happened before.",Emergency
low_condition,"This morning, regular check on my blood pressure medication Is this normal?",Low
low_condition,I noticed a bit of indigestion after a heavy meal I'm not sure what to do.,Low
high_condition,I woke up with persistent cough with blood-tinged mucus and chest pain Any suggestions?,High
high_condition,"This morning, considerably back pain radiating down my leg, can barely walk What should I do?",High
medium_condition,I've developed feeling run down and not quite right when I wake up What does this mean?,Medium
emergency_condition,I've been having my chest feels like it's being crushed and I can't catch my breath. I'm anxious about this.,Emergency
high_condition,"For a while now, chest tightness and shortness of breath during any physical activity.",High
low_condition,"I've developed mild back stiffness in the morning, goes away after moving Can you help?",Low
medium_condition,"Gradually, shortness of breath when climbing stairs, gets better when I rest Is this serious?",Medium
low_condition,I'm dealing with minor scrape on my knee from a fall. Already stopped bleeding,Low
emergency_condition,"I've been having sudden critically shortness of breath, I feel like I'm drowning I need advice.",Emergency
emergency_condition,I can't shake i'm having severely chest pain that's radiating down my left arm and I'm sweating profusely suddenly.,Emergency
low_condition,It started when feeling under the weather with mild cold symptoms What should I do?,Low
medium_condition,I'm suffering from i've had a cough that won't go away on and off. It's getting annoying Is this serious?,Medium
medium_condition,"Recently, upset stomach and mild nausea for several hours. Not vomiting though.",Medium
emergency_condition,"I can't shake one side of my body went completely weak, I think I'm having a stroke What should I do?",Emergency
low_condition,"Gradually, small cut on my finger from cooking. Cleaned it up Should I be worried?",Low
low_condition,I'm experiencing minor seasonal allergies acting up Should I be worried?,Low
low_condition,I've noticed that minor muscle ache from working out yesterday What does this mean?,Low
high_condition,"A few hours ago, one leg is much more swollen than the other with pain when walking",High
emergency_condition,"Drank something toxic by accident, my vision is blurry and I'm vomiting This is concerning me.",Emergency
low_condition,"Ever since yesterday, minor sunburn on my shoulders from being outside Please help.",Low
medium_condition,"I woke up with rash on my arm that appeared a few days ago, slightly itchy This is concerning me.",Medium
emergency_condition,"Sudden unbearably weakness on one side, I can't move my arm or leg Any suggestions?",Emergency
emergency_condition,My chest feels like it's being crushed and I can't catch my breath. This is affecting my life I hope it's nothing serious.,Emergency
medium_condition,"Recently, mild dizziness when I stand up too fast Can you help?",Medium
emergency_condition,I'm having a seizure and can't stop shaking. This is frustrating This is concerning me.,Emergency
medium_condition,"I noticed back pain from sitting at my desk, it's fairly uncomfortable Should I be worried?",Medium
low_condition,"Gradually, sneezing and stuffy nose constantly. Typical cold symptoms.",Low
low_condition,Sneezing and stuffy nose constantly. Typical cold symptoms What should I do?,Low
medium_condition,Diarrhea intermittently but no fever or blood.,Medium
low_condition,I'm experiencing minor scrape on my knee from a fall. Already stopped bleeding I hope it's nothing serious.,Low
low_condition,"Ever since yesterday, slight fatigue, nothing too concerning.",Low
low_condition,I noticed general wellness question about my health This is concerning me.,Low
medium_condition,"I've developed mild wheezing when I exercise, goes away after rest.",Medium
medium_condition,"Recently, stomach cramps after eating certain foods for months now.",Medium
low_condition,"Recently, curious about healthy eating habits.",Low
emergency_condition,I've developed i think I'm going into anaphylactic shock. Lips and tongue are swelling,Emergency
low_condition,"Today, mild back stiffness in the morning, goes away after moving I'm not sure what to do.",Low
high_condition,I noticed sudden hearing loss in one ear with dizziness,High
medium_condition,"I can't shake muscle pain from exercising, quite sore at rest.",Medium
low_condition,"Gradually, slight nausea that came and went quickly I need advice.",Low
low_condition,I woke up with minor bloating after eating beans Should I be worried?,Low
medium_condition,I can't shake skin infection that's not spreading but isn't healing either This is concerning me.,Medium
low_condition,I've developed feeling under the weather with mild cold symptoms Any suggestions?,Low
high_condition,"This morning, considerably back pain radiating down my leg, can barely walk Should I be worried?",High
low_condition,"Suddenly, general wellness question about my health.",Low
high_condition,"Recently, wound is red, swollen, and warm with red streaks spreading up my arm Should I be worried?",High
low_condition,"A few hours ago, minor muscle ache from working out yesterday",Low
low_condition,It started when minor sunburn on my shoulders from being outside Is this serious?,Low
high_condition,I can't shake abscess that's growing larger and more painful for the past hour.,High
high_condition,"Suddenly, severe headache after hitting my head, now feeling confused Any suggestions?",High
emergency_condition,I can't shake i lost consciousness and woke up confused with no memory of what happened Is this normal?,Emergency
medium_condition,I've been having hoarse voice that's been going on suddenly Should I be worried?,Medium
high_condition,"I noticed severe asthma attack, medications only providing temporary relief Is this serious?",High
high_condition,Pain in my chest when I take deep breaths at rest It's really bothering me.,High
low_condition,"Ever since yesterday, my chronic condition is stable, just monitoring.",Low
medium_condition,Burning sensation when urinating out of nowhere. Need to go frequently Is this serious?,Medium
medium_condition,"Suddenly, eczema flare-up that's somewhat itchy and bothering me",Medium
medium_condition,"I'm dealing with mild wheezing when I exercise, goes away after rest I'm looking for guidance.",Medium
high_condition,"Suddenly, diabetic with blood sugar reading of 350, feeling very unwell I'm not sure what to do.",High
medium_condition,"Rash on my arm that appeared a few days ago, slightly itchy Can you help?",Medium
low_condition,"Today, want to know if I should be concerned about a mole.",Low
low_condition,Sneezing and stuffy nose on and off. Typical cold symptoms What should I do?,Low
medium_condition,I've had a cough that won't go away when I wake up. It's getting annoying Is this normal?,Medium
medium_condition,Urinary urgency that's been bothersome for the past hour I hope it's nothing serious.,Medium
emergency_condition,It started when i lost vision in one eye suddenly and my speech is slurred What does this mean?,Emergency
emergency_condition,"Can't catch my breath at all, chest is extremely tight Any suggestions?",Emergency
medium_condition,Diarrhea for a week but no fever or blood Is this serious?,Medium
low_condition,"Suddenly, slight nausea that came and went quickly.",Low
high_condition,"I noticed infected cut that's getting worse, now have fever and chills It's really bothering me.",High
low_condition,I noticed slight nausea that came and went quickly Please help.,Low
low_condition,I'm dealing with slight headache that comes and goes. Not too bothersome Is this normal?,Low
medium_condition,I can't shake i've had a cough that won't go away during activity. It's getting annoying I'm looking for guidance.,Medium
emergency_condition,I'm experiencing i'm bleeding heavily from a wound and can't stop it. Blood is everywhere.,Emergency
high_condition,"It started when leg is swollen, warm, and painful - possible blood clot.",High
emergency_condition,"Last night, uncontrollable convulsions, this has never happened before I hope it's nothing serious.",Emergency
medium_condition,I'm dealing with bloating and gas after meals constantly Is this normal?,Medium
low_condition,"Gradually, dry skin patch on my elbow that's a bit itchy I'm not sure what to do.",Low
medium_condition,"Twisted my ankle a few days ago, still fairly swollen Can you help?",Medium
emergency_condition,I'm dealing with excruciatingly abdominal pain with vomiting blood. I need emergency help Please help.,Emergency
emergency_condition,I'm experiencing my throat is swelling shut and I can't swallow. I think it's anaphylaxis Any suggestions?,Emergency
medium_condition,I'm suffering from heartburn that's more frequent than usual lately I hope it's nothing serious.,Medium
medium_condition,Persistent sore throat with mild fever since this morning.,Medium
emergency_condition,"I'm experiencing sudden severely shortness of breath, I feel like I'm drowning.",Emergency
medium_condition,"Recently, constipation that's been uncomfortable constantly.",Medium
emergency_condition,Sudden excruciatingly headache like a thunderclap with vision changes Should I be worried?,Emergency
medium_condition,"This morning, hoarse voice that's been going on when I wake up.",Medium
medium_condition,Joint stiffness in the morning that improves throughout the day.,Medium
low_condition,"Today, want to know if I should be concerned about a mole What should I do?",Low
low_condition,"Recently, paper cut on my finger. Already applied bandaid What should I do?",Low
emergency_condition,"Sudden extremely headache, the worst of my life, with neck stiffness I hope it's nothing serious.",Emergency
medium_condition,I've noticed that burning sensation when urinating gradually over time. Need to go frequently I'm not sure what to do.,Medium
medium_condition,Feeling run down and not quite right on and off It's really bothering me.,Medium
low_condition,"I can't shake mild back stiffness in the morning, goes away after moving I hope it's nothing serious.",Low
medium_condition,I can't shake stomach cramps after eating certain foods constantly Is this normal?,Medium
emergency_condition,"I've developed sudden excruciatingly weakness on one side, I can't move my arm or leg.",Emergency
emergency_condition,I woke up with i lost vision in one eye suddenly and my speech is slurred.,Emergency
high_condition,"Ever since yesterday, blood in my urine with severe flank pain for the past few days Any suggestions?",High
emergency_condition,I lost vision in one eye suddenly and my speech is slurred This is concerning me.,Emergency
medium_condition,"Gradually, knee pain when I walk, especially going up stairs gradually over time.",Medium
